Ciudad,Cantidades,Importe,Cliente,Provincia,Nombre,Pago,Producto,Transporte
Ciudad de Santa Fe,3,"$1.296,77 ",Bins LLC,Provincia de Santa Fe,Raquel Pueyo,30 días,Perfiles De Acero,Tren
Ciudad de Santa Fe,14,"$88.975,03 ",Bins LLC,Provincia de Santa Fe,Sara Pineda,30 días,Perfiles De Acero,Tren
Ciudad de Santa Fe,17,"$31.398,60 ",Bins LLC,Provincia de Santa Fe,Susana Escudero,30 días,Perfiles De Acero,Tren
Ciudad de Santa Fe,3,"$454,92 ",Bins LLC,Provincia de Santa Fe,Teresa Martínez,30 días,Perfiles De Acero,Tren
Ciudad de Santa Fe,10,"$1.335,48 ",Carretero Hermanos,Provincia de Santa Fe,José Carretero,30 días,Tornillos,Camion
Ciudad de Santa Fe,5,"$51.592,42 ","Conroy, Kirlin and Schaden",Provincia de Santa Fe,Adrián Souto,60 días,Tornillos,Camion
Ciudad de Santa Fe,1,"$196,77 ","Conroy, Kirlin and Schaden",Provincia de Santa Fe,Alberto García,60 días,Tornillos,Camion
Ciudad de Santa Fe,1,"$1.450,66 ","Conroy, Kirlin and Schaden",Provincia de Santa Fe,Alejandro Del Olmo,60 días,Tornillos,Camion
Ciudad de Santa Fe,14,"$12.801,03 ","Conroy, Kirlin and Schaden",Provincia de Santa Fe,Ana Aguilera,60 días,Tornillos,Camion
Ciudad de Santa Fe,30,"$15.366,18 ","Conroy, Kirlin and Schaden",Provincia de Santa Fe,Ana María Delgado,60 días,Tornillos,Camion
Ciudad de Santa Fe,39,"$49.416,29 ","Conroy, Kirlin and Schaden",Provincia de Santa Fe,Ana María Serrano,60 días,Tornillos,Camion
Ciudad de Santa Fe,30,"$85.997,11 ","Conroy, Kirlin and Schaden",Provincia de Santa Fe,Ángeles Pérez,60 días,Tornillos,Camion
Ciudad de Santa Fe,13,"$21.041,05 ","Conroy, Kirlin and Schaden",Provincia de Santa Fe,Antonia Lorente,60 días,Tornillos,Camion
Ciudad de Santa Fe,21,"$3.635,88 ","Conroy, Kirlin and Schaden",Provincia de Santa Fe,Antonia Martínez,60 días,Tornillos,Camion
Ciudad de Santa Fe,14,"$12.801,03 ","Conroy, Kirlin and Schaden",Provincia de Santa Fe,Antonio Calderón,60 días,Tornillos,Camion
Ciudad de Santa Fe,8,"$11.216,28 ","Conroy, Kirlin and Schaden",Provincia de Santa Fe,Begoña García,60 días,Tornillos,Camion
Ciudad de Santa Fe,2,"$5.749,67 ","Conroy, Kirlin and Schaden",Provincia de Santa Fe,Carlos Arenas,30 días,Tornillos,Camion
Ciudad de Santa Fe,27,"$35.178,66 ","Conroy, Kirlin and Schaden",Provincia de Santa Fe,Carlos Arenas,60 días,Tornillos,Camion
Ciudad de Santa Fe,1,"$20.007,14 ","Conroy, Kirlin and Schaden",Provincia de Santa Fe,Carmen Cortes,60 días,Tornillos,Camion
Ciudad de Santa Fe,26,"$100.785,65 ","Conroy, Kirlin and Schaden",Provincia de Santa Fe,Carmen Diez,60 días,Tornillos,Camion
Ciudad de Santa Fe,3,"$4.650,97 ","Conroy, Kirlin and Schaden",Provincia de Santa Fe,Carmen Sánchez,60 días,Tornillos,Camion
Ciudad de Santa Fe,41,"$22.424,48 ","Conroy, Kirlin and Schaden",Provincia de Santa Fe,Cristina Rodríguez,60 días,Tornillos,Camion
Ciudad de Santa Fe,30,"$10.856,16 ","Conroy, Kirlin and Schaden",Provincia de Santa Fe,Cristina Zamora,60 días,Tornillos,Camion
Ciudad de Santa Fe,4,"$22.658,37 ","Conroy, Kirlin and Schaden",Provincia de Santa Fe,Daniel Pino,60 días,Tornillos,Camion
Ciudad de Santa Fe,14,"$1.873,21 ","Conroy, Kirlin and Schaden",Provincia de Santa Fe,Elena Fernández,60 días,Tornillos,Camion
Ciudad de Santa Fe,14,"$8.171,03 ","Conroy, Kirlin and Schaden",Provincia de Santa Fe,Francisco Miñana,60 días,Tornillos,Camion
Ciudad de Santa Fe,33,"$101.694,41 ","Conroy, Kirlin and Schaden",Provincia de Santa Fe,Joaquín Vega,60 días,Tornillos,Camion
Ciudad de Santa Fe,3,"$31.858,08 ","Conroy, Kirlin and Schaden",Provincia de Santa Fe,José Antonio López,60 días,Tornillos,Camion
Ciudad de Santa Fe,4,"$41.235,38 ","Conroy, Kirlin and Schaden",Provincia de Santa Fe,José Carretero,60 días,Tornillos,Camion
Ciudad de Santa Fe,48,"$102.047,42 ","Conroy, Kirlin and Schaden",Provincia de Santa Fe,José Salcedo,60 días,Tornillos,Camion
Ciudad de Santa Fe,1,"$105,84 ","Conroy, Kirlin and Schaden",Provincia de Santa Fe,José Sola,60 días,Tornillos,Camion
Ciudad de Santa Fe,31,"$101.648,09 ","Conroy, Kirlin and Schaden",Provincia de Santa Fe,Juan Andrés,60 días,Tornillos,Camion
Ciudad de Santa Fe,6,"$26.460,50 ","Conroy, Kirlin and Schaden",Provincia de Santa Fe,Manuel Grande,60 días,Tornillos,Camion
Ciudad de Santa Fe,4,"$3.397,72 ","Conroy, Kirlin and Schaden",Provincia de Santa Fe,Manuel Muñoz,60 días,Tornillos,Camion
Ciudad de Santa Fe,2,"$860,73 ","Conroy, Kirlin and Schaden",Provincia de Santa Fe,María Ángeles Alves,30 días,Tornillos,Camion
Ciudad de Santa Fe,7,"$4.085,51 ","Conroy, Kirlin and Schaden",Provincia de Santa Fe,María Ángeles Alves,60 días,Tornillos,Camion
Ciudad de Santa Fe,1,"$1.971,29 ","Conroy, Kirlin and Schaden",Provincia de Santa Fe,María Ángeles Ruiz,30 días,Tornillos,Camion
Ciudad de Santa Fe,14,"$13.445,31 ","Conroy, Kirlin and Schaden",Provincia de Santa Fe,María Ángeles Ruiz,60 días,Tornillos,Camion
Ciudad de Santa Fe,20,"$13.588,70 ","Conroy, Kirlin and Schaden",Provincia de Santa Fe,María Carmen Serrano,60 días,Tornillos,Camion
Ciudad de Santa Fe,19,"$16.746,30 ","Conroy, Kirlin and Schaden",Provincia de Santa Fe,María Cedeño,60 días,Tornillos,Camion
Ciudad de Santa Fe,2,"$263,87 ","Conroy, Kirlin and Schaden",Provincia de Santa Fe,María Dolores Sousa,30 días,Tornillos,Camion
Ciudad de Santa Fe,23,"$26.374,78 ","Conroy, Kirlin and Schaden",Provincia de Santa Fe,María Fernández,60 días,Tornillos,Camion
Ciudad de Santa Fe,1,"$1.465,86 ","Conroy, Kirlin and Schaden",Provincia de Santa Fe,María Isabel Heredia,60 días,Tornillos,Camion
Ciudad de Santa Fe,24,"$109.021,54 ","Conroy, Kirlin and Schaden",Provincia de Santa Fe,María Isabel León,60 días,Tornillos,Camion
Ciudad de Santa Fe,1,"$2.324,52 ","Conroy, Kirlin and Schaden",Provincia de Santa Fe,María Jesús Peñalver,60 días,Tornillos,Camion
Ciudad de Santa Fe,1,"$329,03 ","Conroy, Kirlin and Schaden",Provincia de Santa Fe,María Pilar Pérez,30 días,Tornillos,Camion
Ciudad de Santa Fe,14,"$12.801,03 ","Conroy, Kirlin and Schaden",Provincia de Santa Fe,María Pilar Pérez,60 días,Tornillos,Camion
Ciudad de Santa Fe,1,"$2.024,48 ","Conroy, Kirlin and Schaden",Provincia de Santa Fe,Marta López,60 días,Tornillos,Camion
Ciudad de Santa Fe,9,"$12.513,04 ","Conroy, Kirlin and Schaden",Provincia de Santa Fe,Pablo López,60 días,Tornillos,Camion
Ciudad de Santa Fe,23,"$6.844,35 ","Conroy, Kirlin and Schaden",Provincia de Santa Fe,Raquel Pueyo,60 días,Tornillos,Camion
Ciudad de Santa Fe,3,"$199,43 ","Conroy, Kirlin and Schaden",Provincia de Santa Fe,Sergio Jiménez,60 días,Tornillos,Camion
Ciudad de Santa Fe,2,"$19.773,94 ","Conroy, Kirlin and Schaden",Provincia de Santa Fe,Susana Escudero,60 días,Tornillos,Camion
Ciudad de Santa Fe,18,"$88.367,63 ","Conroy, Kirlin and Schaden",Provincia de Santa Fe,Teresa Martínez,60 días,Tornillos,Camion
Ciudad de Santa Fe,4,"$146,40 ",Donnelly-O'Keefe,Provincia de Santa Fe,Cristina Rodríguez,30 días,Tornillos,Camion
Ciudad de Santa Fe,18,"$1.258,06 ","Greenholt, Kutch and Tremblay",Provincia de Santa Fe,José Sola,30 días,Tornillos,Tren
Ciudad de Santa Fe,82,"$1.504,52 ",Heaney-Wolf,Provincia de Santa Fe,José Sola,30 días,Perfiles De Acero,Tren
Ciudad de Santa Fe,83,"$2.913,86 ",Heaney-Wolf,Provincia de Santa Fe,Juan Andrés,30 días,Perfiles De Acero,Tren
Ciudad de Santa Fe,86,"$3.615,48 ",Heaney-Wolf,Provincia de Santa Fe,Marta Amigo,30 días,Perfiles De Acero,Tren
Ciudad de Santa Fe,380,"$2.521,99 ",Huel e Hijos,Provincia de Santa Fe,Adrián Souto,30 días,Perfiles De Acero,Tren
Ciudad de Santa Fe,380,"$2.521,99 ",Huel e Hijos,Provincia de Santa Fe,Alberto García,30 días,Perfiles De Acero,Tren
Ciudad de Santa Fe,380,"$2.521,99 ",Huel e Hijos,Provincia de Santa Fe,Antonia Lorente,30 días,Perfiles De Acero,Tren
Ciudad de Santa Fe,84,"$646,66 ",Huel e Hijos,Provincia de Santa Fe,Carlos Arenas,30 días,Perfiles De Acero,Tren
Ciudad de Santa Fe,380,"$2.521,99 ",Huel e Hijos,Provincia de Santa Fe,Carmen Sánchez,30 días,Perfiles De Acero,Tren
Ciudad de Santa Fe,84,"$3.019,35 ",Huel e Hijos,Provincia de Santa Fe,Daniel Pino,30 días,Perfiles De Acero,Tren
Ciudad de Santa Fe,74,"$785,75 ",Huel e Hijos,Provincia de Santa Fe,Joaquín Vega,30 días,Perfiles De Acero,Tren
Ciudad de Santa Fe,167,"$26.734,63 ",Huel e Hijos,Provincia de Santa Fe,José Antonio López,30 días,Perfiles De Acero,Tren
Ciudad de Santa Fe,84,"$791,74 ",Huel e Hijos,Provincia de Santa Fe,Manuel Muñoz,30 días,Perfiles De Acero,Tren
Ciudad de Santa Fe,83,"$789,78 ",Huel e Hijos,Provincia de Santa Fe,María Ángeles Alves,30 días,Perfiles De Acero,Tren
Ciudad de Santa Fe,65,"$142,80 ",Huel e Hijos,Provincia de Santa Fe,María Ángeles Martínez,30 días,Perfiles De Acero,Tren
Ciudad de Santa Fe,84,"$5.597,18 ",Huel e Hijos,Provincia de Santa Fe,María Cedeño,30 días,Perfiles De Acero,Tren
Ciudad de Santa Fe,380,"$2.521,99 ",Huel e Hijos,Provincia de Santa Fe,María Diego,30 días,Perfiles De Acero,Tren
Ciudad de Santa Fe,84,"$26.500,85 ",Huel e Hijos,Provincia de Santa Fe,María Dolores Sousa,30 días,Perfiles De Acero,Tren
Ciudad de Santa Fe,168,"$3.083,87 ",Huel e Hijos,Provincia de Santa Fe,María Fernández,30 días,Perfiles De Acero,Tren
Ciudad de Santa Fe,84,"$3.953,96 ",Huel e Hijos,Provincia de Santa Fe,María Isabel León,30 días,Perfiles De Acero,Tren
Ciudad de Santa Fe,84,"$102.566,24 ",Huel e Hijos,Provincia de Santa Fe,Marta López,30 días,Perfiles De Acero,Tren
Ciudad de Santa Fe,83,"$32.399,02 ",Huel e Hijos,Provincia de Santa Fe,Pablo López,30 días,Perfiles De Acero,Tren
Ciudad de Santa Fe,380,"$2.521,99 ",Huel e Hijos,Provincia de Santa Fe,Raquel Pueyo,30 días,Perfiles De Acero,Tren
Ciudad de Santa Fe,16,"$3.176,26 ",Huel e Hijos,Provincia de Santa Fe,Sara Pineda,30 días,Perfiles De Acero,Tren
Ciudad de Santa Fe,84,"$26.191,83 ",Huel e Hijos,Provincia de Santa Fe,Sergio Jiménez,30 días,Perfiles De Acero,Tren
Ciudad de Santa Fe,3,"$155,92 ",Jakubowski Ltd,Provincia de Santa Fe,Cristina Zamora,30 días,Tornillos,Camion
Ciudad de Santa Fe,3,"$47.709,58 ",Jakubowski Ltd,Provincia de Santa Fe,María Pilar Pérez,30 días,Tornillos,Camion
Ciudad de Santa Fe,378,"$59.728,98 ",Kreiger Group,Provincia de Santa Fe,Adrián Souto,30 días,Perfiles De Acero,Tren
Ciudad de Santa Fe,79,"$136,77 ",Kreiger Group,Provincia de Santa Fe,Ana María Serrano,30 días,Perfiles De Acero,Tren
Ciudad de Santa Fe,756,"$119.457,96 ",Kreiger Group,Provincia de Santa Fe,Antonio Calderón,30 días,Perfiles De Acero,Tren
Ciudad de Santa Fe,378,"$59.728,98 ",Kreiger Group,Provincia de Santa Fe,Elena Fernández,30 días,Perfiles De Acero,Tren
Ciudad de Santa Fe,378,"$59.728,98 ",Kreiger Group,Provincia de Santa Fe,Joaquín Vega,30 días,Perfiles De Acero,Tren
Ciudad de Santa Fe,378,"$59.728,98 ",Kreiger Group,Provincia de Santa Fe,Marta López,30 días,Perfiles De Acero,Tren
Ciudad de Santa Fe,84,"$15.315,12 ",Kreiger Group,Provincia de Santa Fe,Pablo López,30 días,Perfiles De Acero,Tren
Ciudad de Santa Fe,40,"$23.096,51 ",Kundelez,Provincia de Santa Fe,Adrián Souto,30 días,Perfiles De Acero,Tren
Ciudad de Santa Fe,20,"$22.679,57 ",Kundelez,Provincia de Santa Fe,Alejandro Del Olmo,30 días,Perfiles De Acero,Tren
Ciudad de Santa Fe,79,"$9.867,66 ",Kundelez,Provincia de Santa Fe,Ana María Delgado,30 días,Perfiles De Acero,Tren
Ciudad de Santa Fe,83,"$29.114,86 ",Kundelez,Provincia de Santa Fe,Ana María Serrano,30 días,Perfiles De Acero,Tren
Ciudad de Santa Fe,80,"$29.607,03 ",Kundelez,Provincia de Santa Fe,Antonia Lorente,30 días,Perfiles De Acero,Tren
Ciudad de Santa Fe,15,"$10.622,10 ",Kundelez,Provincia de Santa Fe,Carlos Arenas,30 días,Perfiles De Acero,Tren
Ciudad de Santa Fe,29,"$2.354,84 ",Kundelez,Provincia de Santa Fe,Carmen Cortes,30 días,Perfiles De Acero,Tren
Ciudad de Santa Fe,99,"$78.224,32 ",Kundelez,Provincia de Santa Fe,Cristina Rodríguez,30 días,Perfiles De Acero,Tren
Ciudad de Santa Fe,12,"$147.048,46 ",Kundelez,Provincia de Santa Fe,Cristina Zamora,30 días,Perfiles De Acero,Tren
Ciudad de Santa Fe,224,"$159.341,81 ",Kundelez,Provincia de Santa Fe,Daniel Pino,30 días,Perfiles De Acero,Tren
Ciudad de Santa Fe,51,"$908,28 ",Kundelez,Provincia de Santa Fe,Elena Fernández,30 días,Perfiles De Acero,Tren
Ciudad de Santa Fe,5,"$23.630,30 ",Kundelez,Provincia de Santa Fe,Jaume García,30 días,Perfiles De Acero,Tren
Ciudad de Santa Fe,73,"$1.290,32 ",Kundelez,Provincia de Santa Fe,Joaquín Vega,30 días,Perfiles De Acero,Tren
Ciudad de Santa Fe,60,"$19.252,44 ",Kundelez,Provincia de Santa Fe,José Antonio López,30 días,Perfiles De Acero,Tren
Ciudad de Santa Fe,3,"$19.947,67 ",Kundelez,Provincia de Santa Fe,José Carretero,30 días,Perfiles De Acero,Camion
Ciudad de Santa Fe,83,"$96.837,87 ",Kundelez,Provincia de Santa Fe,José Carretero,30 días,Perfiles De Acero,Tren
Ciudad de Santa Fe,8,"$11.170,70 ",Kundelez,Provincia de Santa Fe,José Salcedo,30 días,Perfiles De Acero,Tren
Ciudad de Santa Fe,19,"$427,55 ",Kundelez,Provincia de Santa Fe,José Sola,30 días,Perfiles De Acero,Camion
Ciudad de Santa Fe,16,"$168,21 ",Kundelez,Provincia de Santa Fe,José Sola,30 días,Perfiles De Acero,Tren
Ciudad de Santa Fe,33,"$22.261,11 ",Kundelez,Provincia de Santa Fe,Manuel Grande,30 días,Perfiles De Acero,Tren
Ciudad de Santa Fe,82,"$1.807,74 ",Kundelez,Provincia de Santa Fe,María Ángeles Alves,30 días,Perfiles De Acero,Tren
Ciudad de Santa Fe,69,"$178.692,55 ",Kundelez,Provincia de Santa Fe,María Carmen Serrano,30 días,Perfiles De Acero,Tren
Ciudad de Santa Fe,43,"$5.786,97 ",Kundelez,Provincia de Santa Fe,María Cedeño,30 días,Perfiles De Acero,Tren
Ciudad de Santa Fe,42,"$1.741,94 ",Kundelez,Provincia de Santa Fe,María Dolores Sousa,30 días,Perfiles De Acero,Tren
Ciudad de Santa Fe,84,"$23.540,40 ",Kundelez,Provincia de Santa Fe,María Fernández,30 días,Perfiles De Acero,Tren
Ciudad de Santa Fe,153,"$560,56 ",Kundelez,Provincia de Santa Fe,María Isabel León,30 días,Perfiles De Acero,Tren
Ciudad de Santa Fe,166,"$26.334,24 ",Kundelez,Provincia de Santa Fe,Marta Amigo,30 días,Perfiles De Acero,Tren
Ciudad de Santa Fe,86,"$7.483,54 ",Kundelez,Provincia de Santa Fe,Pablo López,30 días,Perfiles De Acero,Tren
Ciudad de Santa Fe,82,"$160.558,45 ",Kundelez,Provincia de Santa Fe,Sergio Jiménez,30 días,Perfiles De Acero,Tren
Ciudad de Santa Fe,15,"$605,25 ",Kundelez,Provincia de Santa Fe,Teresa Martínez,30 días,Perfiles De Acero,Tren
Ciudad de Santa Fe,3,"$13.867,45 ","Larson, Effertz and Emmerich",Provincia de Santa Fe,Alberto García,30 días,Tornillos,Camion
Ciudad de Santa Fe,19,"$9.175,66 ","Larson, Effertz and Emmerich",Provincia de Santa Fe,Ana Aguilera,30 días,Tornillos,Camion
Ciudad de Santa Fe,14,"$4.654,84 ","Larson, Effertz and Emmerich",Provincia de Santa Fe,Ana María Delgado,30 días,Tornillos,Camion
Ciudad de Santa Fe,1,"$26.844,94 ","Larson, Effertz and Emmerich",Provincia de Santa Fe,Ana María Serrano,30 días,Tornillos,Camion
Ciudad de Santa Fe,10,"$9.378,23 ","Larson, Effertz and Emmerich",Provincia de Santa Fe,Ángeles Pérez,30 días,Tornillos,Camion
Ciudad de Santa Fe,12,"$6.307,25 ","Larson, Effertz and Emmerich",Provincia de Santa Fe,Antonia Lorente,30 días,Tornillos,Camion
Ciudad de Santa Fe,23,"$7.070,32 ","Larson, Effertz and Emmerich",Provincia de Santa Fe,Antonia Martínez,30 días,Tornillos,Camion
Ciudad de Santa Fe,5,"$102.925,15 ","Larson, Effertz and Emmerich",Provincia de Santa Fe,Antonio Calderón,30 días,Tornillos,Camion
Ciudad de Santa Fe,9,"$2.415,48 ","Larson, Effertz and Emmerich",Provincia de Santa Fe,Begoña García,30 días,Tornillos,Camion
Ciudad de Santa Fe,6,"$1.856,52 ","Larson, Effertz and Emmerich",Provincia de Santa Fe,Cristina Zamora,30 días,Tornillos,Camion
Ciudad de Santa Fe,6,"$5.107,74 ","Larson, Effertz and Emmerich",Provincia de Santa Fe,Francisco Miñana,30 días,Tornillos,Camion
Ciudad de Santa Fe,24,"$106.303,85 ","Larson, Effertz and Emmerich",Provincia de Santa Fe,Joaquín Vega,30 días,Tornillos,Camion
Ciudad de Santa Fe,9,"$2.415,48 ","Larson, Effertz and Emmerich",Provincia de Santa Fe,José Carretero,30 días,Tornillos,Camion
Ciudad de Santa Fe,17,"$29.582,21 ","Larson, Effertz and Emmerich",Provincia de Santa Fe,José María Pérez,30 días,Tornillos,Camion
Ciudad de Santa Fe,10,"$8.572,26 ","Larson, Effertz and Emmerich",Provincia de Santa Fe,José Sola,30 días,Tornillos,Camion
Ciudad de Santa Fe,6,"$14.328,39 ","Larson, Effertz and Emmerich",Provincia de Santa Fe,Manuel Grande,30 días,Tornillos,Camion
Ciudad de Santa Fe,1,"$909,29 ","Larson, Effertz and Emmerich",Provincia de Santa Fe,María Ángeles Alves,30 días,Tornillos,Camion
Ciudad de Santa Fe,9,"$2.415,48 ","Larson, Effertz and Emmerich",Provincia de Santa Fe,María Ángeles Martínez,30 días,Tornillos,Camion
Ciudad de Santa Fe,24,"$128.929,10 ","Larson, Effertz and Emmerich",Provincia de Santa Fe,María Cedeño,30 días,Tornillos,Camion
Ciudad de Santa Fe,10,"$6.589,68 ","Larson, Effertz and Emmerich",Provincia de Santa Fe,María Isabel Heredia,30 días,Tornillos,Camion
Ciudad de Santa Fe,10,"$1.289,29 ","Larson, Effertz and Emmerich",Provincia de Santa Fe,María Isabel León,30 días,Tornillos,Camion
Ciudad de Santa Fe,6,"$5.107,74 ","Larson, Effertz and Emmerich",Provincia de Santa Fe,María Jesús Peñalver,30 días,Tornillos,Camion
Ciudad de Santa Fe,18,"$7.547,74 ","Larson, Effertz and Emmerich",Provincia de Santa Fe,María Pilar Pérez,30 días,Tornillos,Camion
Ciudad de Santa Fe,8,"$86,22 ","Larson, Effertz and Emmerich",Provincia de Santa Fe,Marta López,30 días,Tornillos,Camion
Ciudad de Santa Fe,3,"$61.620,62 ","Larson, Effertz and Emmerich",Provincia de Santa Fe,Raquel Pueyo,30 días,Tornillos,Camion
Ciudad de Santa Fe,23,"$7.070,32 ","Larson, Effertz and Emmerich",Provincia de Santa Fe,Sara Pineda,30 días,Tornillos,Camion
Ciudad de Santa Fe,5,"$11.752,26 ","Larson, Effertz and Emmerich",Provincia de Santa Fe,Sergio Jiménez,30 días,Tornillos,Camion
Ciudad de Santa Fe,3,"$1.193,55 ","Larson, Effertz and Emmerich",Provincia de Santa Fe,Teresa Martínez,30 días,Tornillos,Camion
Ciudad de Santa Fe,1,"$20.661,11 ",Lynch Group,Provincia de Santa Fe,Carmen Sánchez,30 días,Clavos,Camion
Ciudad de Santa Fe,1,"$110,15 ",Lynch Group,Provincia de Santa Fe,José Sola,30 días,Clavos,Camion
Ciudad de Santa Fe,2,"$429,60 ",Lynch Group,Provincia de Santa Fe,Raquel Pueyo,30 días,Clavos,Camion
Ciudad de Santa Fe,19,"$1.126,68 ",Miller-Hessel,Provincia de Santa Fe,Ana María Serrano,30 días,Clavos,Camion
Ciudad de Santa Fe,19,"$5.655,40 ","Quigley, Upton and Jacobi",Provincia de Santa Fe,Carlos Arenas,30 días,Tornillos,Camion
Ciudad de Santa Fe,3,"$148,39 ","Quigley, Upton and Jacobi",Provincia de Santa Fe,Daniel Pino,30 días,Tornillos,Camion
Ciudad de Santa Fe,1,"$1.244,71 ","Quigley, Upton and Jacobi",Provincia de Santa Fe,Elena Fernández,30 días,Tornillos,Camion
Ciudad de Santa Fe,14,"$578,71 ","Quigley, Upton and Jacobi",Provincia de Santa Fe,Joaquín Vega,30 días,Tornillos,Camion
Ciudad de Santa Fe,5,"$4.854,37 ","Quigley, Upton and Jacobi",Provincia de Santa Fe,José Carretero,30 días,Tornillos,Camion
Ciudad de Santa Fe,3,"$23.360,21 ","Quigley, Upton and Jacobi",Provincia de Santa Fe,José María Pérez,30 días,Tornillos,Camion
Ciudad de Santa Fe,5,"$4.854,37 ","Quigley, Upton and Jacobi",Provincia de Santa Fe,Manuel Grande,30 días,Tornillos,Camion
Ciudad de Santa Fe,8,"$5.649,85 ","Quigley, Upton and Jacobi",Provincia de Santa Fe,María Ángeles Alves,30 días,Tornillos,Camion
Ciudad de Santa Fe,1,"$70.278,72 ","Quigley, Upton and Jacobi",Provincia de Santa Fe,María Cedeño,30 días,Tornillos,Camion
Ciudad de Santa Fe,3,"$129,03 ","Quigley, Upton and Jacobi",Provincia de Santa Fe,María Dolores Sousa,30 días,Tornillos,Camion
Ciudad de Santa Fe,5,"$4.854,37 ","Quigley, Upton and Jacobi",Provincia de Santa Fe,María Isabel León,30 días,Tornillos,Camion
Ciudad de Santa Fe,1,"$24.455,60 ","Quigley, Upton and Jacobi",Provincia de Santa Fe,María Pilar Pérez,30 días,Tornillos,Camion
Ciudad de Santa Fe,17,"$708,62 ","Quigley, Upton and Jacobi",Provincia de Santa Fe,Marta Amigo,30 días,Tornillos,Camion
Ciudad de Santa Fe,8,"$6.187,92 ","Quigley, Upton and Jacobi",Provincia de Santa Fe,Pablo López,30 días,Tornillos,Camion
Ciudad de Santa Fe,6,"$162.809,13 ","Quigley, Upton and Jacobi",Provincia de Santa Fe,Teresa Martínez,30 días,Tornillos,Camion
Ciudad de Santa Fe,6,"$7.303,84 ",Schaden-Roberts,Provincia de Santa Fe,Adrián Souto,45 días,Tornillos,Camion
Ciudad de Santa Fe,1,"$1.478,79 ",Schaden-Roberts,Provincia de Santa Fe,Alejandro Del Olmo,45 días,Tornillos,Camion
Ciudad de Santa Fe,4,"$5.149,89 ",Schaden-Roberts,Provincia de Santa Fe,Ana Aguilera,45 días,Tornillos,Camion
Ciudad de Santa Fe,1,"$534,71 ",Schaden-Roberts,Provincia de Santa Fe,Ana María Serrano,45 días,Tornillos,Camion
Ciudad de Santa Fe,9,"$5.515,37 ",Schaden-Roberts,Provincia de Santa Fe,Ángeles Pérez,45 días,Tornillos,Camion
Ciudad de Santa Fe,1,"$2.408,06 ",Schaden-Roberts,Provincia de Santa Fe,Carlos Arenas,45 días,Tornillos,Camion
Ciudad de Santa Fe,3,"$780,65 ",Schaden-Roberts,Provincia de Santa Fe,Carmen Cortes,45 días,Tornillos,Camion
Ciudad de Santa Fe,16,"$24.287,66 ",Schaden-Roberts,Provincia de Santa Fe,Cristina Rodríguez,45 días,Tornillos,Camion
Ciudad de Santa Fe,4,"$5.149,89 ",Schaden-Roberts,Provincia de Santa Fe,Cristina Zamora,45 días,Tornillos,Camion
Ciudad de Santa Fe,3,"$23.889,54 ",Schaden-Roberts,Provincia de Santa Fe,Elena Fernández,45 días,Tornillos,Camion
Ciudad de Santa Fe,2,"$207,10 ",Schaden-Roberts,Provincia de Santa Fe,Joaquín Vega,45 días,Tornillos,Camion
Ciudad de Santa Fe,2,"$3.769,16 ",Schaden-Roberts,Provincia de Santa Fe,José Antonio López,45 días,Tornillos,Camion
Ciudad de Santa Fe,4,"$5.149,89 ",Schaden-Roberts,Provincia de Santa Fe,José Sola,45 días,Tornillos,Camion
Ciudad de Santa Fe,2,"$3.769,16 ",Schaden-Roberts,Provincia de Santa Fe,Manuel Grande,45 días,Tornillos,Camion
Ciudad de Santa Fe,1,"$1.320,48 ",Schaden-Roberts,Provincia de Santa Fe,María Ángeles Alves,45 días,Tornillos,Camion
Ciudad de Santa Fe,2,"$3.769,16 ",Schaden-Roberts,Provincia de Santa Fe,María Ángeles Martínez,45 días,Tornillos,Camion
Ciudad de Santa Fe,4,"$1.498,55 ",Schaden-Roberts,Provincia de Santa Fe,María Ángeles Ruiz,45 días,Tornillos,Camion
Ciudad de Santa Fe,2,"$3.769,16 ",Schaden-Roberts,Provincia de Santa Fe,María Carmen Serrano,45 días,Tornillos,Camion
Ciudad de Santa Fe,2,"$3.769,16 ",Schaden-Roberts,Provincia de Santa Fe,María Isabel León,45 días,Tornillos,Camion
Ciudad de Santa Fe,4,"$5.149,89 ",Schaden-Roberts,Provincia de Santa Fe,Pablo López,45 días,Tornillos,Camion
Ciudad de Santa Fe,4,"$5.149,89 ",Schaden-Roberts,Provincia de Santa Fe,Susana Escudero,45 días,Tornillos,Camion
Ciudad de Santa Fe,4,"$527,74 ",Schimmel Group,Provincia de Santa Fe,Adrián Souto,60 días,Clavos,Camion
Ciudad de Santa Fe,1,"$859,35 ",Schimmel Group,Provincia de Santa Fe,Alberto García,60 días,Clavos,Camion
Ciudad de Santa Fe,6,"$10.097,74 ",Schimmel Group,Provincia de Santa Fe,Alejandro Del Olmo,60 días,Clavos,Camion
Ciudad de Santa Fe,4,"$13.396,84 ",Schimmel Group,Provincia de Santa Fe,Antonia Lorente,60 días,Clavos,Camion
Ciudad de Santa Fe,6,"$21.396,19 ",Schimmel Group,Provincia de Santa Fe,Antonia Martínez,60 días,Clavos,Camion
Ciudad de Santa Fe,2,"$22.095,90 ",Schimmel Group,Provincia de Santa Fe,Antonio Calderón,60 días,Clavos,Camion
Ciudad de Santa Fe,13,"$19.516,90 ",Schimmel Group,Provincia de Santa Fe,Carlos Arenas,60 días,Clavos,Camion
